label,news_text,id,preprocessed_news_text
true,"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.",5839,texa home million latina state never elect latina congress
pants-fire,Solar panels drain the suns energy.,9385,solar panel drain sun energi
half-true,"While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we dont have a super PAC, and quite frankly, we dont want one that spends millions to spew out lies and distortions.",7822,rob portman reli super pac hand billionair dirti work dont super pac quit frankli dont want one spend million spew lie distort
false,Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.,2440,real unemploy anywher 18 20 percent dont believ dont believ
mostly-true,"Says that except for Donald Trump, every other major party nominee for the past 40 years has released their tax returns.",6389,say except donald trump everi major parti nomine past 40 year releas tax return
half-true,"Since February 2009, the private sector has lost millions of jobs while the federal government has grown by hundreds of thousands of workers.",9645,sinc februari 2009 privat sector lost million job feder govern grown hundr thousand worker
true,"The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.",1711,first state budget came republican leadership slash fund plan parenthood result reduct hour elimin day elimin access women citi state
pants-fire,"Says 97 cents of every dollar played represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds.",9051,say 97 cent everi dollar play repres 500 million dollar return oregonian everi year help support job creation school state park watersh
false,"One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever.",6972,one troubl aspect gang eight bill gave presid obama blanket author admit refuge includ syrian refuge without mandat background check whatsoev
barely-true,I never was in favor of shutting down the government. (I) voted to fund the government fully.,7301,never favor shut govern vote fund govern fulli
barely-true,"The CNBC debate was supposed to be three hours, and he renegotiated it down to two hours.",4877,cnbc debat suppos three hour renegoti two hour
false,"John McCain will keep the estate tax at 0 percent, the same as it is now.",9988,john mccain keep estat tax 0 percent
mostly-true,"Says using E-Verify is a fair amount of cost, about $20 per person that does not match.",5094,say use fair amount cost 20 per person match
pants-fire,Austin is effectively imposing a ban on barbecue restaurants.,4481,austin effect impos ban barbecu restaur
mostly-true,We just had the best year for the auto industry in America in history.,21,best year auto industri america histori
true,There has never been an alderman who has defeated an incumbent mayor in the history of this great city.,1725,never alderman defeat incumb mayor histori great citi
pants-fire,Democrat Russ Feingold announced his Wisconsin Senate run today fromCalifornia.,7112,democrat russ feingold announc wisconsin senat run today fromcalifornia
false,Says that Sherrod Brown is an Obama rubber stamp for supporting the job-killing cap and trade plan.,9400,say sherrod brown obama rubber stamp support cap trade plan
pants-fire,President Obama was raised Muslim.,9859,presid obama rais muslim
true,"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery.",2042,say rand paul state support right health care mean believ slaveri
false,Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?,790,know 2013 50 percent babi born oregon hispan
mostly-true,"Says that in his book, Rick Perry said that Social Security is unconstitutional.",7626,say book rick perri said social secur unconstitut
true,"If youre a Mexican, you get sent back. ... But if youre from a noncontiguous country like the Central American countries then you can stay in the United States.",750,your mexican get sent back your noncontigu countri like central american countri stay unit state
barely-true,"Wisconsin is not as obese as the national average is. The national average, 35.7 percent of the population is obese. In Wisconsin, its closer to 26 percent.",1454,wisconsin obes nation averag nation averag percent popul obes wisconsin closer 26 percent
false,On eliminating the influence of money in policy campaigns,4744,elimin influenc money polici campaign
false,Kesha Rogers is not a Democrat.,2267,kesha roger democrat
mostly-true,Jason Carter actually opposed more funding for education in the Senate.,2359,jason carter actual oppos fund educ senat
pants-fire,"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company.""",5910,start 2011 requir pay tax valu whatev health insur given compani
false,"It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding.",2121,outrag presid bush nation institut health basic decreas fund
mostly-true,"Right now, we have the lowest gas tax of anywhere in the country.",3467,right lowest ga tax anywher countri
